prompt,other_prompt,classes,answer_index
"Question: Which is more likely?
1: Angela is a bank teller
2: Angela is a bank teller and is active in the feminist movement
Answer:","Question: 
    Angela is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Angela is a bank teller
2: Angela is a bank teller and is active in the feminist movement
Answer:","[' Angela is a bank teller', ' Angela is a bank teller and is active in the feminist movement']",0
"Question: Which is more likely?
1: Ann is a constuction worker and is active in the environmental movement
2: Ann is a constuction worker
Answer:","Question: 
            Ann is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Ann is a constuction worker and is active in the environmental movement
2: Ann is a constuction worker
Answer:","[' Ann is a constuction worker and is active in the environmental movement', ' Ann is a constuction worker']",1
"Question: Which is more likely?
1: Bryan is a librarian
2: Bryan is a librarian who plays in a rock band
Answer:","Question: 
        Bryan is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Bryan is a librarian
2: Bryan is a librarian who plays in a rock band
Answer:","[' Bryan is a librarian', ' Bryan is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Samantha is a bank teller and is active in the feminist movement
2: Samantha is a bank teller
Answer:","Question: 
    Samantha is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Samantha is a bank teller and is active in the feminist movement
2: Samantha is a bank teller
Answer:","[' Samantha is a bank teller and is active in the feminist movement', ' Samantha is a bank teller']",1
"Question: Which is more likely?
1: Douglas is an accountant who plays jazz for a hobby
2: Douglas plays jazz for a hobby
Answer:","Question: 
    Douglas is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Douglas is an accountant who plays jazz for a hobby
2: Douglas plays jazz for a hobby
Answer:","[' Douglas is an accountant who plays jazz for a hobby', ' Douglas plays jazz for a hobby']",1
"Question: Which is more likely?
1: Christopher is a librarian who plays in a rock band
2: Christopher is a librarian
Answer:","Question: 
        Christopher is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Christopher is a librarian who plays in a rock band
2: Christopher is a librarian
Answer:","[' Christopher is a librarian who plays in a rock band', ' Christopher is a librarian']",1
"Question: Which is more likely?
1: Walter plays jazz for a hobby
2: Walter is an accountant who plays jazz for a hobby
Answer:","Question: 
    Walter is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Walter plays jazz for a hobby
2: Walter is an accountant who plays jazz for a hobby
Answer:","[' Walter plays jazz for a hobby', ' Walter is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Robert plays jazz for a hobby
2: Robert is an accountant who plays jazz for a hobby
Answer:","Question: 
    Robert is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Robert plays jazz for a hobby
2: Robert is an accountant who plays jazz for a hobby
Answer:","[' Robert plays jazz for a hobby', ' Robert is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Jonathan is an accountant who plays jazz for a hobby
2: Jonathan plays jazz for a hobby
Answer:","Question: 
    Jonathan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jonathan is an accountant who plays jazz for a hobby
2: Jonathan plays jazz for a hobby
Answer:","[' Jonathan is an accountant who plays jazz for a hobby', ' Jonathan plays jazz for a hobby']",1
"Question: Which is more likely?
1: Hannah is a constuction worker
2: Hannah is a constuction worker and is active in the environmental movement
Answer:","Question: 
            Hannah is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Hannah is a constuction worker
2: Hannah is a constuction worker and is active in the environmental movement
Answer:","[' Hannah is a constuction worker', ' Hannah is a constuction worker and is active in the environmental movement']",0
"Question: Which is more likely?
1: Karen is a constuction worker and is active in the environmental movement
2: Karen is a constuction worker
Answer:","Question: 
            Karen is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Karen is a constuction worker and is active in the environmental movement
2: Karen is a constuction worker
Answer:","[' Karen is a constuction worker and is active in the environmental movement', ' Karen is a constuction worker']",1
"Question: Which is more likely?
1: Dennis is a librarian who plays in a rock band
2: Dennis is a librarian
Answer:","Question: 
        Dennis is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Dennis is a librarian who plays in a rock band
2: Dennis is a librarian
Answer:","[' Dennis is a librarian who plays in a rock band', ' Dennis is a librarian']",1
"Question: Which is more likely?
1: Dorothy is a bank teller
2: Dorothy is a bank teller and is active in the feminist movement
Answer:","Question: 
    Dorothy is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Dorothy is a bank teller
2: Dorothy is a bank teller and is active in the feminist movement
Answer:","[' Dorothy is a bank teller', ' Dorothy is a bank teller and is active in the feminist movement']",0
"Question: Which is more likely?
1: George plays jazz for a hobby
2: George is an accountant who plays jazz for a hobby
Answer:","Question: 
    George is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: George plays jazz for a hobby
2: George is an accountant who plays jazz for a hobby
Answer:","[' George plays jazz for a hobby', ' George is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Jennifer is a bank teller and is active in the feminist movement
2: Jennifer is a bank teller
Answer:","Question: 
    Jennifer is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Jennifer is a bank teller and is active in the feminist movement
2: Jennifer is a bank teller
Answer:","[' Jennifer is a bank teller and is active in the feminist movement', ' Jennifer is a bank teller']",1
"Question: Which is more likely?
1: Susan is a constuction worker and is active in the environmental movement
2: Susan is a constuction worker
Answer:","Question: 
            Susan is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Susan is a constuction worker and is active in the environmental movement
2: Susan is a constuction worker
Answer:","[' Susan is a constuction worker and is active in the environmental movement', ' Susan is a constuction worker']",1
"Question: Which is more likely?
1: Shirley is a constuction worker
2: Shirley is a constuction worker and is active in the environmental movement
Answer:","Question: 
            Shirley is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Shirley is a constuction worker
2: Shirley is a constuction worker and is active in the environmental movement
Answer:","[' Shirley is a constuction worker', ' Shirley is a constuction worker and is active in the environmental movement']",0
"Question: Which is more likely?
1: Laura is a bank teller and is active in the feminist movement
2: Laura is a bank teller
Answer:","Question: 
    Laura is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Laura is a bank teller and is active in the feminist movement
2: Laura is a bank teller
Answer:","[' Laura is a bank teller and is active in the feminist movement', ' Laura is a bank teller']",1
"Question: Which is more likely?
1: Debra is a constuction worker
2: Debra is a constuction worker and is active in the environmental movement
Answer:","Question: 
            Debra is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Debra is a constuction worker
2: Debra is a constuction worker and is active in the environmental movement
Answer:","[' Debra is a constuction worker', ' Debra is a constuction worker and is active in the environmental movement']",0
"Question: Which is more likely?
1: Scott is a librarian
2: Scott is a librarian who plays in a rock band
Answer:","Question: 
        Scott is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Scott is a librarian
2: Scott is a librarian who plays in a rock band
Answer:","[' Scott is a librarian', ' Scott is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Jason is a librarian
2: Jason is a librarian who plays in a rock band
Answer:","Question: 
        Jason is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Jason is a librarian
2: Jason is a librarian who plays in a rock band
Answer:","[' Jason is a librarian', ' Jason is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Peter is a librarian
2: Peter is a librarian who plays in a rock band
Answer:","Question: 
        Peter is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Peter is a librarian
2: Peter is a librarian who plays in a rock band
Answer:","[' Peter is a librarian', ' Peter is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Teresa is a constuction worker
2: Teresa is a constuction worker and is active in the environmental movement
Answer:","Question: 
            Teresa is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Teresa is a constuction worker
2: Teresa is a constuction worker and is active in the environmental movement
Answer:","[' Teresa is a constuction worker', ' Teresa is a constuction worker and is active in the environmental movement']",0
"Question: Which is more likely?
1: Martha is a constuction worker and is active in the environmental movement
2: Martha is a constuction worker
Answer:","Question: 
            Martha is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Martha is a constuction worker and is active in the environmental movement
2: Martha is a constuction worker
Answer:","[' Martha is a constuction worker and is active in the environmental movement', ' Martha is a constuction worker']",1
"Question: Which is more likely?
1: Zachary is an accountant who plays jazz for a hobby
2: Zachary plays jazz for a hobby
Answer:","Question: 
    Zachary is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Zachary is an accountant who plays jazz for a hobby
2: Zachary plays jazz for a hobby
Answer:","[' Zachary is an accountant who plays jazz for a hobby', ' Zachary plays jazz for a hobby']",1
"Question: Which is more likely?
1: Jose is a librarian who plays in a rock band
2: Jose is a librarian
Answer:","Question: 
        Jose is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Jose is a librarian who plays in a rock band
2: Jose is a librarian
Answer:","[' Jose is a librarian who plays in a rock band', ' Jose is a librarian']",1
"Question: Which is more likely?
1: Matthew is a librarian
2: Matthew is a librarian who plays in a rock band
Answer:","Question: 
        Matthew is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Matthew is a librarian
2: Matthew is a librarian who plays in a rock band
Answer:","[' Matthew is a librarian', ' Matthew is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Jessica is a bank teller and is active in the feminist movement
2: Jessica is a bank teller
Answer:","Question: 
    Jessica is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Jessica is a bank teller and is active in the feminist movement
2: Jessica is a bank teller
Answer:","[' Jessica is a bank teller and is active in the feminist movement', ' Jessica is a bank teller']",1
"Question: Which is more likely?
1: Austin is a librarian who plays in a rock band
2: Austin is a librarian
Answer:","Question: 
        Austin is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Austin is a librarian who plays in a rock band
2: Austin is a librarian
Answer:","[' Austin is a librarian who plays in a rock band', ' Austin is a librarian']",1
"Question: Which is more likely?
1: Walter is a librarian
2: Walter is a librarian who plays in a rock band
Answer:","Question: 
        Walter is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Walter is a librarian
2: Walter is a librarian who plays in a rock band
Answer:","[' Walter is a librarian', ' Walter is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Diane is a bank teller
2: Diane is a bank teller and is active in the feminist movement
Answer:","Question: 
    Diane is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Diane is a bank teller
2: Diane is a bank teller and is active in the feminist movement
Answer:","[' Diane is a bank teller', ' Diane is a bank teller and is active in the feminist movement']",0
"Question: Which is more likely?
1: Billy is an accountant who plays jazz for a hobby
2: Billy plays jazz for a hobby
Answer:","Question: 
    Billy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Billy is an accountant who plays jazz for a hobby
2: Billy plays jazz for a hobby
Answer:","[' Billy is an accountant who plays jazz for a hobby', ' Billy plays jazz for a hobby']",1
"Question: Which is more likely?
1: Kevin is a librarian who plays in a rock band
2: Kevin is a librarian
Answer:","Question: 
        Kevin is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Kevin is a librarian who plays in a rock band
2: Kevin is a librarian
Answer:","[' Kevin is a librarian who plays in a rock band', ' Kevin is a librarian']",1
"Question: Which is more likely?
1: Samuel is an accountant who plays jazz for a hobby
2: Samuel plays jazz for a hobby
Answer:","Question: 
    Samuel is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Samuel is an accountant who plays jazz for a hobby
2: Samuel plays jazz for a hobby
Answer:","[' Samuel is an accountant who plays jazz for a hobby', ' Samuel plays jazz for a hobby']",1
"Question: Which is more likely?
1: Christina is a constuction worker
2: Christina is a constuction worker and is active in the environmental movement
Answer:","Question: 
            Christina is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Christina is a constuction worker
2: Christina is a constuction worker and is active in the environmental movement
Answer:","[' Christina is a constuction worker', ' Christina is a constuction worker and is active in the environmental movement']",0
"Question: Which is more likely?
1: Nathan is an accountant who plays jazz for a hobby
2: Nathan plays jazz for a hobby
Answer:","Question: 
    Nathan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Nathan is an accountant who plays jazz for a hobby
2: Nathan plays jazz for a hobby
Answer:","[' Nathan is an accountant who plays jazz for a hobby', ' Nathan plays jazz for a hobby']",1
"Question: Which is more likely?
1: Gary plays jazz for a hobby
2: Gary is an accountant who plays jazz for a hobby
Answer:","Question: 
    Gary is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Gary plays jazz for a hobby
2: Gary is an accountant who plays jazz for a hobby
Answer:","[' Gary plays jazz for a hobby', ' Gary is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Amber is a constuction worker
2: Amber is a constuction worker and is active in the environmental movement
Answer:","Question: 
            Amber is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Amber is a constuction worker
2: Amber is a constuction worker and is active in the environmental movement
Answer:","[' Amber is a constuction worker', ' Amber is a constuction worker and is active in the environmental movement']",0
"Question: Which is more likely?
1: Jose plays jazz for a hobby
2: Jose is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jose is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jose plays jazz for a hobby
2: Jose is an accountant who plays jazz for a hobby
Answer:","[' Jose plays jazz for a hobby', ' Jose is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Jeremy is an accountant who plays jazz for a hobby
2: Jeremy plays jazz for a hobby
Answer:","Question: 
    Jeremy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Jeremy is an accountant who plays jazz for a hobby
2: Jeremy plays jazz for a hobby
Answer:","[' Jeremy is an accountant who plays jazz for a hobby', ' Jeremy plays jazz for a hobby']",1
"Question: Which is more likely?
1: Sarah is a constuction worker and is active in the environmental movement
2: Sarah is a constuction worker
Answer:","Question: 
            Sarah is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Sarah is a constuction worker and is active in the environmental movement
2: Sarah is a constuction worker
Answer:","[' Sarah is a constuction worker and is active in the environmental movement', ' Sarah is a constuction worker']",1
"Question: Which is more likely?
1: Lisa is a constuction worker and is active in the environmental movement
2: Lisa is a constuction worker
Answer:","Question: 
            Lisa is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Lisa is a constuction worker and is active in the environmental movement
2: Lisa is a constuction worker
Answer:","[' Lisa is a constuction worker and is active in the environmental movement', ' Lisa is a constuction worker']",1
"Question: Which is more likely?
1: Cheryl is a bank teller and is active in the feminist movement
2: Cheryl is a bank teller
Answer:","Question: 
    Cheryl is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Cheryl is a bank teller and is active in the feminist movement
2: Cheryl is a bank teller
Answer:","[' Cheryl is a bank teller and is active in the feminist movement', ' Cheryl is a bank teller']",1
"Question: Which is more likely?
1: Matthew plays jazz for a hobby
2: Matthew is an accountant who plays jazz for a hobby
Answer:","Question: 
    Matthew is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Matthew plays jazz for a hobby
2: Matthew is an accountant who plays jazz for a hobby
Answer:","[' Matthew plays jazz for a hobby', ' Matthew is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Lori is a constuction worker
2: Lori is a constuction worker and is active in the environmental movement
Answer:","Question: 
            Lori is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Lori is a constuction worker
2: Lori is a constuction worker and is active in the environmental movement
Answer:","[' Lori is a constuction worker', ' Lori is a constuction worker and is active in the environmental movement']",0
"Question: Which is more likely?
1: Kathryn is a constuction worker and is active in the environmental movement
2: Kathryn is a constuction worker
Answer:","Question: 
            Kathryn is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Kathryn is a constuction worker and is active in the environmental movement
2: Kathryn is a constuction worker
Answer:","[' Kathryn is a constuction worker and is active in the environmental movement', ' Kathryn is a constuction worker']",1
"Question: Which is more likely?
1: David is a librarian
2: David is a librarian who plays in a rock band
Answer:","Question: 
        David is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: David is a librarian
2: David is a librarian who plays in a rock band
Answer:","[' David is a librarian', ' David is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Charles is a librarian who plays in a rock band
2: Charles is a librarian
Answer:","Question: 
        Charles is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Charles is a librarian who plays in a rock band
2: Charles is a librarian
Answer:","[' Charles is a librarian who plays in a rock band', ' Charles is a librarian']",1
"Question: Which is more likely?
1: Tyler is a librarian
2: Tyler is a librarian who plays in a rock band
Answer:","Question: 
        Tyler is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Tyler is a librarian
2: Tyler is a librarian who plays in a rock band
Answer:","[' Tyler is a librarian', ' Tyler is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Jacqueline is a bank teller
2: Jacqueline is a bank teller and is active in the feminist movement
Answer:","Question: 
    Jacqueline is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Jacqueline is a bank teller
2: Jacqueline is a bank teller and is active in the feminist movement
Answer:","[' Jacqueline is a bank teller', ' Jacqueline is a bank teller and is active in the feminist movement']",0
