prompt,other_prompt,classes,answer_index
"Question: Which is more likely?
1: Lori works on an oil rig
2: Lori works on an oil rig and is active in the environmental movement
Answer:","Question: 
            Lori is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Lori works on an oil rig
2: Lori works on an oil rig and is active in the environmental movement
Answer:","[' Lori works on an oil rig', ' Lori works on an oil rig and is active in the environmental movement']",0
"Question: Which is more likely?
1: Ryan is a librarian who plays in a rock band
2: Ryan is a librarian
Answer:","Question: 
        Ryan is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Ryan is a librarian who plays in a rock band
2: Ryan is a librarian
Answer:","[' Ryan is a librarian who plays in a rock band', ' Ryan is a librarian']",1
"Question: Which is more likely?
1: Timothy is an accountant who plays jazz for a hobby
2: Timothy plays jazz for a hobby
Answer:","Question: 
    Timothy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Timothy is an accountant who plays jazz for a hobby
2: Timothy plays jazz for a hobby
Answer:","[' Timothy is an accountant who plays jazz for a hobby', ' Timothy plays jazz for a hobby']",1
"Question: Which is more likely?
1: Deborah works on an oil rig
2: Deborah works on an oil rig and is active in the environmental movement
Answer:","Question: 
            Deborah is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Deborah works on an oil rig
2: Deborah works on an oil rig and is active in the environmental movement
Answer:","[' Deborah works on an oil rig', ' Deborah works on an oil rig and is active in the environmental movement']",0
"Question: Which is more likely?
1: Amanda works on an oil rig and is active in the environmental movement
2: Amanda works on an oil rig
Answer:","Question: 
            Amanda is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Amanda works on an oil rig and is active in the environmental movement
2: Amanda works on an oil rig
Answer:","[' Amanda works on an oil rig and is active in the environmental movement', ' Amanda works on an oil rig']",1
"Question: Which is more likely?
1: Keith is a librarian
2: Keith is a librarian who plays in a rock band
Answer:","Question: 
        Keith is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Keith is a librarian
2: Keith is a librarian who plays in a rock band
Answer:","[' Keith is a librarian', ' Keith is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Elijah is a librarian who plays in a rock band
2: Elijah is a librarian
Answer:","Question: 
        Elijah is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Elijah is a librarian who plays in a rock band
2: Elijah is a librarian
Answer:","[' Elijah is a librarian who plays in a rock band', ' Elijah is a librarian']",1
"Question: Which is more likely?
1: Stephen plays jazz for a hobby
2: Stephen is an accountant who plays jazz for a hobby
Answer:","Question: 
    Stephen is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Stephen plays jazz for a hobby
2: Stephen is an accountant who plays jazz for a hobby
Answer:","[' Stephen plays jazz for a hobby', ' Stephen is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Mason is a librarian who plays in a rock band
2: Mason is a librarian
Answer:","Question: 
        Mason is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Mason is a librarian who plays in a rock band
2: Mason is a librarian
Answer:","[' Mason is a librarian who plays in a rock band', ' Mason is a librarian']",1
"Question: Which is more likely?
1: Sophia is a bank teller and is active in the feminist movement
2: Sophia is a bank teller
Answer:","Question: 
    Sophia is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Sophia is a bank teller and is active in the feminist movement
2: Sophia is a bank teller
Answer:","[' Sophia is a bank teller and is active in the feminist movement', ' Sophia is a bank teller']",1
"Question: Which is more likely?
1: Danielle is a bank teller
2: Danielle is a bank teller and is active in the feminist movement
Answer:","Question: 
    Danielle is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Danielle is a bank teller
2: Danielle is a bank teller and is active in the feminist movement
Answer:","[' Danielle is a bank teller', ' Danielle is a bank teller and is active in the feminist movement']",0
"Question: Which is more likely?
1: Ethan is a librarian
2: Ethan is a librarian who plays in a rock band
Answer:","Question: 
        Ethan is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Ethan is a librarian
2: Ethan is a librarian who plays in a rock band
Answer:","[' Ethan is a librarian', ' Ethan is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Jerry is a librarian who plays in a rock band
2: Jerry is a librarian
Answer:","Question: 
        Jerry is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Jerry is a librarian who plays in a rock band
2: Jerry is a librarian
Answer:","[' Jerry is a librarian who plays in a rock band', ' Jerry is a librarian']",1
"Question: Which is more likely?
1: Jordan plays jazz for a hobby
2: Jordan is an accountant who plays jazz for a hobby
Answer:","Question: 
    Jordan is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Jordan plays jazz for a hobby
2: Jordan is an accountant who plays jazz for a hobby
Answer:","[' Jordan plays jazz for a hobby', ' Jordan is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Christopher plays jazz for a hobby
2: Christopher is an accountant who plays jazz for a hobby
Answer:","Question: 
    Christopher is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Christopher plays jazz for a hobby
2: Christopher is an accountant who plays jazz for a hobby
Answer:","[' Christopher plays jazz for a hobby', ' Christopher is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Alexander is a librarian who plays in a rock band
2: Alexander is a librarian
Answer:","Question: 
        Alexander is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Alexander is a librarian who plays in a rock band
2: Alexander is a librarian
Answer:","[' Alexander is a librarian who plays in a rock band', ' Alexander is a librarian']",1
"Question: Which is more likely?
1: Sharon is a bank teller and is active in the feminist movement
2: Sharon is a bank teller
Answer:","Question: 
    Sharon is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Sharon is a bank teller and is active in the feminist movement
2: Sharon is a bank teller
Answer:","[' Sharon is a bank teller and is active in the feminist movement', ' Sharon is a bank teller']",1
"Question: Which is more likely?
1: Shirley works on an oil rig and is active in the environmental movement
2: Shirley works on an oil rig
Answer:","Question: 
            Shirley is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Shirley works on an oil rig and is active in the environmental movement
2: Shirley works on an oil rig
Answer:","[' Shirley works on an oil rig and is active in the environmental movement', ' Shirley works on an oil rig']",1
"Question: Which is more likely?
1: Nicole is a bank teller and is active in the feminist movement
2: Nicole is a bank teller
Answer:","Question: 
    Nicole is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Nicole is a bank teller and is active in the feminist movement
2: Nicole is a bank teller
Answer:","[' Nicole is a bank teller and is active in the feminist movement', ' Nicole is a bank teller']",1
"Question: Which is more likely?
1: Billy is an accountant who plays jazz for a hobby
2: Billy plays jazz for a hobby
Answer:","Question: 
    Billy is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Billy is an accountant who plays jazz for a hobby
2: Billy plays jazz for a hobby
Answer:","[' Billy is an accountant who plays jazz for a hobby', ' Billy plays jazz for a hobby']",1
"Question: Which is more likely?
1: Maria works on an oil rig
2: Maria works on an oil rig and is active in the environmental movement
Answer:","Question: 
            Maria is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Maria works on an oil rig
2: Maria works on an oil rig and is active in the environmental movement
Answer:","[' Maria works on an oil rig', ' Maria works on an oil rig and is active in the environmental movement']",0
"Question: Which is more likely?
1: Julie works on an oil rig
2: Julie works on an oil rig and is active in the environmental movement
Answer:","Question: 
            Julie is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Julie works on an oil rig
2: Julie works on an oil rig and is active in the environmental movement
Answer:","[' Julie works on an oil rig', ' Julie works on an oil rig and is active in the environmental movement']",0
"Question: Which is more likely?
1: Philip is an accountant who plays jazz for a hobby
2: Philip plays jazz for a hobby
Answer:","Question: 
    Philip is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Philip is an accountant who plays jazz for a hobby
2: Philip plays jazz for a hobby
Answer:","[' Philip is an accountant who plays jazz for a hobby', ' Philip plays jazz for a hobby']",1
"Question: Which is more likely?
1: Kelly is a bank teller
2: Kelly is a bank teller and is active in the feminist movement
Answer:","Question: 
    Kelly is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Kelly is a bank teller
2: Kelly is a bank teller and is active in the feminist movement
Answer:","[' Kelly is a bank teller', ' Kelly is a bank teller and is active in the feminist movement']",0
"Question: Which is more likely?
1: Janice works on an oil rig
2: Janice works on an oil rig and is active in the environmental movement
Answer:","Question: 
            Janice is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Janice works on an oil rig
2: Janice works on an oil rig and is active in the environmental movement
Answer:","[' Janice works on an oil rig', ' Janice works on an oil rig and is active in the environmental movement']",0
"Question: Which is more likely?
1: Carolyn is a bank teller
2: Carolyn is a bank teller and is active in the feminist movement
Answer:","Question: 
    Carolyn is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Carolyn is a bank teller
2: Carolyn is a bank teller and is active in the feminist movement
Answer:","[' Carolyn is a bank teller', ' Carolyn is a bank teller and is active in the feminist movement']",0
"Question: Which is more likely?
1: Denise is a bank teller and is active in the feminist movement
2: Denise is a bank teller
Answer:","Question: 
    Denise is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Denise is a bank teller and is active in the feminist movement
2: Denise is a bank teller
Answer:","[' Denise is a bank teller and is active in the feminist movement', ' Denise is a bank teller']",1
"Question: Which is more likely?
1: Joe is a librarian
2: Joe is a librarian who plays in a rock band
Answer:","Question: 
        Joe is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
Which is more likely?
1: Joe is a librarian
2: Joe is a librarian who plays in a rock band
Answer:","[' Joe is a librarian', ' Joe is a librarian who plays in a rock band']",0
"Question: Which is more likely?
1: Frances works on an oil rig
2: Frances works on an oil rig and is active in the environmental movement
Answer:","Question: 
            Frances is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Frances works on an oil rig
2: Frances works on an oil rig and is active in the environmental movement
Answer:","[' Frances works on an oil rig', ' Frances works on an oil rig and is active in the environmental movement']",0
"Question: Which is more likely?
1: Nicholas is an accountant who plays jazz for a hobby
2: Nicholas plays jazz for a hobby
Answer:","Question: 
    Nicholas is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
1: Nicholas is an accountant who plays jazz for a hobby
2: Nicholas plays jazz for a hobby
Answer:","[' Nicholas is an accountant who plays jazz for a hobby', ' Nicholas plays jazz for a hobby']",1
"Question: Which is more likely?
1: Denise works on an oil rig and is active in the environmental movement
2: Denise works on an oil rig
Answer:","Question: 
            Denise is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Denise works on an oil rig and is active in the environmental movement
2: Denise works on an oil rig
Answer:","[' Denise works on an oil rig and is active in the environmental movement', ' Denise works on an oil rig']",1
"Question: Which is more likely?
1: Carolyn works on an oil rig
2: Carolyn works on an oil rig and is active in the environmental movement
Answer:","Question: 
            Carolyn is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Carolyn works on an oil rig
2: Carolyn works on an oil rig and is active in the environmental movement
Answer:","[' Carolyn works on an oil rig', ' Carolyn works on an oil rig and is active in the environmental movement']",0
"Question: Which is more likely?
1: Lawrence is a librarian who plays in a rock band
2: Lawrence is a librarian
Answer:","Question: 
        Lawrence is 29 years old. He is highly energetic and loves music. Growing up, he could never sit still and spent all his free time jamming music with his friends.
        
1: Lawrence is a librarian who plays in a rock band
2: Lawrence is a librarian
Answer:","[' Lawrence is a librarian who plays in a rock band', ' Lawrence is a librarian']",1
"Question: Which is more likely?
1: Mary is a bank teller
2: Mary is a bank teller and is active in the feminist movement
Answer:","Question: 
    Mary is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Mary is a bank teller
2: Mary is a bank teller and is active in the feminist movement
Answer:","[' Mary is a bank teller', ' Mary is a bank teller and is active in the feminist movement']",0
"Question: Which is more likely?
1: Anthony plays jazz for a hobby
2: Anthony is an accountant who plays jazz for a hobby
Answer:","Question: 
    Anthony is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Anthony plays jazz for a hobby
2: Anthony is an accountant who plays jazz for a hobby
Answer:","[' Anthony plays jazz for a hobby', ' Anthony is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Jean works on an oil rig
2: Jean works on an oil rig and is active in the environmental movement
Answer:","Question: 
            Jean is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
Which is more likely?
1: Jean works on an oil rig
2: Jean works on an oil rig and is active in the environmental movement
Answer:","[' Jean works on an oil rig', ' Jean works on an oil rig and is active in the environmental movement']",0
"Question: Which is more likely?
1: Angela is a bank teller and is active in the feminist movement
2: Angela is a bank teller
Answer:","Question: 
    Angela is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
1: Angela is a bank teller and is active in the feminist movement
2: Angela is a bank teller
Answer:","[' Angela is a bank teller and is active in the feminist movement', ' Angela is a bank teller']",1
"Question: Which is more likely?
1: Vincent plays jazz for a hobby
2: Vincent is an accountant who plays jazz for a hobby
Answer:","Question: 
    Vincent is 34 years old. He is intelligent, but unimaginative, compulsive, and
    generally lifeless. In school, he was strong in mathematics but weak in
    social studies and humanities.
    
Which is more likely?
1: Vincent plays jazz for a hobby
2: Vincent is an accountant who plays jazz for a hobby
Answer:","[' Vincent plays jazz for a hobby', ' Vincent is an accountant who plays jazz for a hobby']",0
"Question: Which is more likely?
1: Rebecca is a bank teller
2: Rebecca is a bank teller and is active in the feminist movement
Answer:","Question: 
    Rebecca is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Rebecca is a bank teller
2: Rebecca is a bank teller and is active in the feminist movement
Answer:","[' Rebecca is a bank teller', ' Rebecca is a bank teller and is active in the feminist movement']",0
"Question: Which is more likely?
1: Nancy is a bank teller
2: Nancy is a bank teller and is active in the feminist movement
Answer:","Question: 
    Nancy is 31 years old, single, outspoken and very bright. She majored in
philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations.
    
Which is more likely?
1: Nancy is a bank teller
2: Nancy is a bank teller and is active in the feminist movement
Answer:","[' Nancy is a bank teller', ' Nancy is a bank teller and is active in the feminist movement']",0
"Question: Which is more likely?
1: Hannah works on an oil rig and is active in the environmental movement
2: Hannah works on an oil rig
Answer:","Question: 
            Hannah is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Hannah works on an oil rig and is active in the environmental movement
2: Hannah works on an oil rig
Answer:","[' Hannah works on an oil rig and is active in the environmental movement', ' Hannah works on an oil rig']",1
"Question: Which is more likely?
1: Sharon works on an oil rig and is active in the environmental movement
2: Sharon works on an oil rig
Answer:","Question: 
            Sharon is 23 years old. She cares a lot about the climate and the environmental justice. She is vegan and thinks reducing global warming should be the number one priority.
            
1: Sharon works on an oil rig and is active in the environmental movement
2: Sharon works on an oil rig
Answer:","[' Sharon works on an oil rig and is active in the environmental movement', ' Sharon works on an oil rig']",1
