prompt,other_prompt,classes,answer_index
"Question: Will the US sanction Russian oil or gas before 2023?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the US sanction Russian oil or gas before 2023?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will implementation of â€œPlan Bâ€ be announced in the UK before 1 February 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Was implementation of â€œPlan Bâ€ announced in the UKfore 1 February 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Japan's Hayabusa2 spacecraft's lander or rovers successfully land on the asteroid Ryugu?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Japan's Hayabusa2 spacecraft's lander or rovers successfully land on the asteroid Ryugu?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will California abolish daylight savings time by 2020?
1: Yes
2: No
3: Unknown
Answer:","Question: Did California abolish daylight savings time by 2020?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the current Ebola outbreak in the DRC be ongoing after February 2020?
1: Yes
2: No
3: Unknown
Answer:","Question: Was the current Ebola outbreak in the DRC ongoing after February 2020?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will it turn out that Bloomberg manipulated 2020 election prediction markets?
1: Yes
2: No
3: Unknown
Answer:","Question: Did it turn out that Bloomberg manipulated 2020 election prediction markets?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will EVE Online die by 2020?
1: Yes
2: No
3: Unknown
Answer:","Question: Did EVE Online die by 2020?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Ã‰ric Zemmour be in the 2nd round of the 2022 French presidential election?
1: Yes
2: No
3: Unknown
Answer:","Question: Was Ã‰ric Zemmour in the 2nd round of the 2022 French presidential election?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Metaknowledge Experiment Part A: Will the UK vote for Brexit?
1: Yes
2: No
3: Unknown
Answer:","Question: Metaknowledge Experiment Part A: Did the UK vote for Brexit?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Bitcoin Cash fade into oblivion?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Bitcoin Cash fade into oblivion?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Iran deploy no Zafar communications satellite by 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Iran deploy no Zafar communications satellite by 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will a single novel SARS-CoV-2 variant that is at least 30% more transmissible than preexisting variants infect 10M worldwide before mid-2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Did a single novel SARS-CoV-2 variant that is at least 30% more transmissible than preexisting variants infect 10M worldwide before mid-2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will the US develop a new satellite for early-warning of severe geomagnetic storms?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the US develop a new satellite for early-warning of severe geomagnetic storms?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will US real GDP growth in 2021 set a new record for any previous year in the 21st century?
1: Yes
2: No
3: Unknown
Answer:","Question: Did US real GDP growth in 2021 set a new record for any previous year in the 21st century?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 1,000 before June 10, 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 1,000 before June 10, 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the US have more than 6000 daily COVID-19 hospitalizations (7-day rolling average) before 1 January 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the US have more than 6000 daily COVID-19 hospitalizations (7-day rolling average) before 1 January 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will the current Dutch cabinet keep a majority in the Dutch senate after the election on May 27 2019?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the current Dutch cabinet keep a majority in the Dutch senate after the election on May 27 2019?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the UK revoke Article 50 by June 23 2020?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the UK revoke Article 50 by June 23 2020?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will a human beat AlphaGo in 2017?
1: Yes
2: No
3: Unknown
Answer:","Question: Did a human beat AlphaGo in 2017?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will EU Member States or the Members of the European Parliament reject the ratification of EU-Mercosur agreement in 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Did EU Member States or the Members of the European Parliament reject the ratification of EU-Mercosur agreement in 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will ""Planet Nine"" be discovered in 2016?
1: Yes
2: No
3: Unknown
Answer:","Question: Was ""Planet Nine"" discovered in 2016?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the Trade Signal tournament prize pool increase as a result of trading?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the Trade Signal tournament prize pool increase as a result of trading?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the US unemployment rate reach 10% before 2023?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the US unemployment rate reach 10% before 2023?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: [Short Fuse] Will the Three Gorges Dam experience a partial failure before the end of September?
1: Yes
2: No
3: Unknown
Answer:","Question: [Short Fuse] Did the Three Gorges Dam experience a partial failure before the end of September?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will there be a cease-fire or peace agreement in the Yemeni Civil War in 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Was there a cease-fire or peace agreement in the Yemeni Civil War in 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the U.S. Federal government declare a water shortage in the U.S. in 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the U.S. Federal government declare a water shortage in the U.S. in 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will 538 outperform The Economist forecasting the 2020 Presidential Election?
1: Yes
2: No
3: Unknown
Answer:","Question: Did 538 outperform The Economist forecasting the 2020 Presidential Election?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Taylor Swift release a new album in 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Taylor Swift release a new album in 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Who will win the 2022 Kenyan Presidential election? (William Ruto)
1: Yes
2: No
3: Unknown
Answer:","Question: Who will win the 2022 Kenyan Presidential election? (Didiam Ruto)
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Andrew M. Cuomo still be governor of New York on 31 December 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Was Andrew M. Cuomo still governor of New York on 31 December 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 500 before June 10, 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 500 before June 10, 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will the next UK Parliamentary election held for the seat of Peterborough be won by the Conservative and Unionist Party Candidate?
1: Yes
2: No
3: Unknown
Answer:","Question: Was the next UK Parliamentary election held for the seat of Peterborough won by the Conservative and Unionist Party Candidate?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Facebook flight-test the Aquila drone in the U.S early this year?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Facebook flight-test the Aquila drone in the U.S early this year?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Beyond Meat outperform the the general U.S. stock market in 2020?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Beyond Meat outperform the the general U.S. stock market in 2020?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will President Trump be relieved of his duties under section four of the Twenty-fifth Amendment before inauguration day?
1: Yes
2: No
3: Unknown
Answer:","Question: Was President Trump relieved of his duties under section four of the Twenty-fifth Amendmentfore inauguration day?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will North Korea fail to send the U.S. a Christmas Gift?
1: Yes
2: No
3: Unknown
Answer:","Question: Did North Korea fail to send the U.S. a Christmas Gift?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will a small Turing machine (< 100 states) be found with behavior that cannot be characterized by mathematical proof?
1: Yes
2: No
3: Unknown
Answer:","Question: Was a small Turing machine (< 100 states) found withhavior that cannot characterized by mathematical proof?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will YouTube be blocked in Russia in 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Was YouTube blocked in Russia in 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Omicron XE be the dominant SARS-CoV-2 variant in the US before June 19, 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Was Omicron XE the dominant SARS-CoV-2 variant in the USfore June 19, 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will a prediction market outperform Nate Silver's forecasts for the Super Tuesday primaries?
1: Yes
2: No
3: Unknown
Answer:","Question: Did a prediction market outperform Nate Silver's forecasts for the Super Tuesday primaries?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will OpenAI Five win the majority of its DotA 2 matches at The International?
1: Yes
2: No
3: Unknown
Answer:","Question: Did OpenAI Five win the majority of its DotA 2 matches at The International?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Daenerys Targaryen die in season eight of Game of Thrones?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Daenerys Targaryen die in season eight of Game of Thrones?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Planet Nine Emerge from Hiding Soon?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Planet Nine Emerge from Hiding Soon?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the SAIDA Starcraft bot win the Student Starcraft AI Tournament?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the SAIDA Starcraft bot win the Student Starcraft AI Tournament?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Apple's market cap drop below $1 trillion before 1 February 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Apple's market cap drop below $1 trillion before 1 February 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the US Supreme Court overturn Roe v. Wade before 2023?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the US Supreme Court overturn Roe v. Wade before 2023?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will SpaceX successfully land a Falcon 9 rocket on a barge by February 28, 2016?
1: Yes
2: No
3: Unknown
Answer:","Question: Did SpaceX successfully land a Falcon 9 rocket on a barge by February 28, 2016?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the artist who performs 2020â€™s UK Christmas #1 be the winner of a reality television show?
1: Yes
2: No
3: Unknown
Answer:","Question: Was the artist who performs 2020â€™s UK Christmas #1 the winner of a reality television show?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the United Kingdom enter a recession by 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the United Kingdom enter a recession by 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Sumy be under Russian control on June 1, 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Was Sumy under Russian control on June 1, 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Pete Buttigieg drop out before the Indiana primary?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Pete Buttigieg drop out before the Indiana primary?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Germany win the FIFA World Cup?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Germany win the FIFA World Cup?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will most of the Quad/Five Eyes countries diplomatically boycott the 2022 Winter Olympics?
1: Yes
2: No
3: Unknown
Answer:","Question: Did most of the Quad/Five Eyes countries diplomatically boycott the 2022 Winter Olympics?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Harvard University open classes on September 2, 2020?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Harvard University open classes on September 2, 2020?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 500 before May 20, 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the 7-day moving average of current confirmed COVID-19 hospitalizations in Virginia cross 500 before May 20, 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the WHO classify aging as a disease by 2018?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the WHO classify aging as a disease by 2018?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the Supreme Court grant a writ of certiorari to a case challenging the male-only draft as unconstitutional on the grounds of sex-discrimination by the end of 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the Supreme Court grant a writ of certiorari to a case challenging the male-only draft as unconstitutional on the grounds of sex-discrimination by the end of 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Passing the torch: Will a Bitcoin's dollar value exceed the Nasdaq Index value?
1: Yes
2: No
3: Unknown
Answer:","Question: Passing the torch: Did a Bitcoin's dollar value exceed the Nasdaq Index value?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will there be another mass shooting in the U.S. (at least 20 casualties) by end of the year?
1: Yes
2: No
3: Unknown
Answer:","Question: Was there another mass shooting in the U.S. (at least 20 casualties) by end of the year?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Planet Nine be Discovered by mid-2018?
1: Yes
2: No
3: Unknown
Answer:","Question: Was Planet Nine Discovered by mid-2018?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will a new zero day vulnerability be exploited against and result in the compromise of 100 million Americansâ€™ personal information by June 30, 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Was a new zero day vulnerability exploited against and result in the compromise of 100 million Americansâ€™ personal information by June 30, 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will there be a renewal of intense fighting in the Donbass this summer?
1: Yes
2: No
3: Unknown
Answer:","Question: Was there a renewal of intense fighting in the Donbass this summer?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will global carbon emissions in 2020 be higher than they were in 2019?
1: Yes
2: No
3: Unknown
Answer:","Question: Was global carbon emissions in 2020 higher than they were in 2019?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will anyone be jailed by mid-2018 as a result of the Trump-Russia investigation?
1: Yes
2: No
3: Unknown
Answer:","Question: Was anyone jailed by mid-2018 as a result of the Trump-Russia investigation?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: [Short Fuse] Will Gladys Berejiklian cease to be Premier of NSW by 1 December 2020?
1: Yes
2: No
3: Unknown
Answer:","Question: [Short Fuse] Was Gladys Berejiklian cease to Premier of NSW by 1 December 2020?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will voter turnout for the US 2020 presidential election be higher than 2016 by 2 percentage points or more?
1: Yes
2: No
3: Unknown
Answer:","Question: Was voter turnout for the US 2020 presidential election higher than 2016 by 2 percentage points or more?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will federal criminal charges be levied against Donald Trump within a month of the end of his presidency?
1: Yes
2: No
3: Unknown
Answer:","Question: Was federal criminal charges levied against Donald Trump within a month of the end of his presidency?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the Dow Jones Industrial Average hit $30,000 before it hits $20,000?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the Dow Jones Industrial Average hit $30,000 before it hits $20,000?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will debris from the Long March 5B core stage cause injuries or property damage?
1: Yes
2: No
3: Unknown
Answer:","Question: Did debris from the Long March 5B core stage cause injuries or property damage?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will ""Rentberry"" auction-style apartment rental model succeed?
1: Yes
2: No
3: Unknown
Answer:","Question: Did ""Rentberry"" auction-style apartment rental model succeed?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Odessa be under Russian control on June 1, 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Was Odessa under Russian control on June 1, 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will a successful proof of concept for a hyperloop be demonstrated by mid-2017?
1: Yes
2: No
3: Unknown
Answer:","Question: Was a successful proof of concept for a hyperloop demonstrated by mid-2017?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will a 2-hour marathon be run in 2017?
1: Yes
2: No
3: Unknown
Answer:","Question: Was a 2-hour marathon run in 2017?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the Substack Slow Boring exceed 10,000 paid subscribers in 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the Substack Slow Boring exceed 10,000 paid subscribers in 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Russia annex Ukrainian territory before 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Russia annex Ukrainian territory before 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will rapid rocket reusability be demonstrated by 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Was rapid rocket reusability demonstrated by 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Short-fuse: Will Kyle Rittenhouse be convicted on any pending felony charges in connection to the 2020 Kenosha unrest before 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Short-fuse: Was Kyle Rittenhouse convicted on any pending felony charges in connection to the 2020 Kenosha unrestfore 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: [Tutorial:] Will Metaculus have over one thousand users signed up by May 1, 2016.
1: Yes
2: No
3: Unknown
Answer:","Question: [Tutorial:] Did Metaculus have over one thousand users signed up by May 1, 2016.
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will the U.S. Congress pass legislation authorizing at least $50 billion to the semiconductor industry before May 1, 2022?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the U.S. Congress pass legislation authorizing at least $50 billion to the semiconductor industry before May 1, 2022?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will a personal computer based on ""The Machine"" technology be put to market by end of 2018?
1: Yes
2: No
3: Unknown
Answer:","Question: Was a personal computer based on ""The Machine"" technology put to market by end of 2018?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Lockheed Martin and Skunkworks announce a successful test of a break-even compact fusion reactor by April 2019?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Lockheed Martin and Skunkworks announce a successful test of a break-even compact fusion reactor by April 2019?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Mochizuki's proof of the ""abc conjecture"" be formally accepted by the mathematics community by the end of 2017?
1: Yes
2: No
3: Unknown
Answer:","Question: Was Mochizuki's proof of the ""abc conjecture"" formally accepted by the mathematics community by the end of 2017?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the 2020 Eurovision Song Contest be cancelled due to COVID-19?
1: Yes
2: No
3: Unknown
Answer:","Question: Was the 2020 Eurovision Song Contest cancelled due to COVID-19?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will the winner of the 2020 Iowa Democratic caucuses win the 2020 Democratic nomination?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the winner of the 2020 Iowa Democratic caucuses win the 2020 Democratic nomination?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Trump attempt to pardon a member of his family?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Trump attempt to pardon a member of his family?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will there be an attack on the electrical grid for a major U.S. city in 2017?
1: Yes
2: No
3: Unknown
Answer:","Question: Was there an attack on the electrical grid for a major U.S. city in 2017?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will the UK government change its guidance to recommend face coverings in schools before they close?
1: Yes
2: No
3: Unknown
Answer:","Question: Did the UK government change its guidance to recommend face coverings in schools before they close?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will there be at least 10 fatalites caused in post-election political violence in the United States?
1: Yes
2: No
3: Unknown
Answer:","Question: Was there at least 10 fatalites caused in post-election political violence in the United States?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Iran launch a medium, intermediate, or intercontinental range ballistic missile or a satellite between 16 and 23 May 2018?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Iran launch a medium, intermediate, or intercontinental range ballistic missile or a satellite between 16 and 23 May 2018?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
"Question: Will Joe Biden be officially inaugurated as President in-person outside the US capitol on January 20th, 2021?
1: Yes
2: No
3: Unknown
Answer:","Question: Was Joe Biden officially inaugurated as President in-person outside the US capitol on January 20th, 2021?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will Trump and Kim Jong Un actually meet?
1: Yes
2: No
3: Unknown
Answer:","Question: Did Trump and Kim Jong Un actually meet?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",-0.0
"Question: Will an independent conservative candidate gain a significant number of votes in the 2016 US Presidential election?
1: Yes
2: No
3: Unknown
Answer:","Question: Did an independent conservative candidate gain a significant number of votes in the 2016 US Presidential election?
1: Yes
2: No
3: Unknown
Answer:","[' Yes', ' No', ' Unknown']",1.0
